ID_Venda,Data,Produto,Quantidade
2317,2025-10-11,Água,4
2318,2025-10-11,Onion Rings,2
2319,2025-10-11,Batata Frita,1
2320,2025-10-12,Brownie,2
2321,2025-10-12,Veggie Burger,2
2322,2025-10-12,Refrigerante,2
2323,2025-10-12,Brownie,4
2324,2025-10-12,Batata Frita,3
2325,2025-10-12,Bacon Burger,1
2326,2025-10-12,Cheeseburger,1
2327,2025-10-12,Batata Frita,4
2328,2025-10-12,Onion Rings,1
2329,2025-10-12,Refrigerante,2
2330,2025-10-12,Bacon Burger,2
2331,2025-10-12,Onion Rings,2
2332,2025-10-12,Veggie Burger,3
2333,2025-10-12,Batata Frita,1
2334,2025-10-12,Água,2
2335,2025-10-12,Refrigerante,4
2336,2025-10-12,Onion Rings,2
2337,2025-10-12,Batata Frita,2
2338,2025-10-13,Milkshake,1
2339,2025-10-13,Brownie,2
2340,2025-10-13,Milkshake,3
2341,2025-10-13,Brownie,1
2342,2025-10-13,Onion Rings,1
2343,2025-10-13,Milkshake,2
2344,2025-10-13,Sorvete,3
2345,2025-10-13,Água,4
2346,2025-10-13,Onion Rings,3
2347,2025-10-13,Bacon Burger,2
2348,2025-10-13,Onion Rings,4
2349,2025-10-13,Sorvete,1
2350,2025-10-14,Milkshake,4
2351,2025-10-14,Onion Rings,3
2352,2025-10-14,Milkshake,4
2353,2025-10-14,Batata Frita,4
2354,2025-10-14,Refrigerante,3
2355,2025-10-14,Refrigerante,2
2356,2025-10-14,Refrigerante,4
2357,2025-10-14,Brownie,4
2358,2025-10-15,Brownie,4
2359,2025-10-15,Onion Rings,2
2360,2025-10-15,Onion Rings,3
2361,2025-10-15,Cheeseburger,4
2362,2025-10-15,Veggie Burger,1
2363,2025-10-15,Onion Rings,3
2364,2025-10-15,Batata Frita,4
2365,2025-10-15,Sorvete,3
2366,2025-10-15,Bacon Burger,3
2367,2025-10-15,Bacon Burger,1
2368,2025-10-15,Batata Frita,4
2369,2025-10-15,Onion Rings,3
2370,2025-10-15,Água,1
2371,2025-10-15,Água,4
2372,2025-10-15,Refrigerante,4
2373,2025-10-15,Cheeseburger,3
2374,2025-10-15,Cheeseburger,2
2375,2025-10-16,Cheeseburger,4
2376,2025-10-16,Onion Rings,4
2377,2025-10-16,Batata Frita,3
2378,2025-10-16,Refrigerante,1
2379,2025-10-16,Sorvete,1
2380,2025-10-16,Onion Rings,2
2381,2025-10-16,Batata Frita,3
2382,2025-10-16,Sorvete,3
2383,2025-10-16,Veggie Burger,4
2384,2025-10-16,Onion Rings,1
2385,2025-10-16,Onion Rings,3
2386,2025-10-16,Veggie Burger,2
2387,2025-10-16,Onion Rings,1
2388,2025-10-16,Milkshake,4
2389,2025-10-16,Refrigerante,2
2390,2025-10-16,Bacon Burger,2
2391,2025-10-16,Brownie,4
2392,2025-10-16,Veggie Burger,4
2393,2025-10-16,Onion Rings,3
2394,2025-10-16,Veggie Burger,3
2395,2025-10-17,Brownie,3
2396,2025-10-17,Bacon Burger,4
2397,2025-10-17,Milkshake,1
2398,2025-10-17,Sorvete,2
2399,2025-10-17,Sorvete,4
2400,2025-10-17,Sorvete,4
2401,2025-10-17,Veggie Burger,1
2402,2025-10-17,Milkshake,1
2403,2025-10-17,Refrigerante,2
2404,2025-10-17,Refrigerante,3
2405,2025-10-17,Onion Rings,2
2406,2025-10-17,Batata Frita,2
2407,2025-10-17,Veggie Burger,4
2408,2025-10-17,Bacon Burger,4
2409,2025-10-17,Sorvete,3
2410,2025-10-17,Refrigerante,4
2411,2025-10-17,Água,4
2412,2025-10-17,Cheeseburger,3
2413,2025-10-17,Bacon Burger,3
2414,2025-10-17,Milkshake,3
2415,2025-10-18,Batata Frita,2
2416,2025-10-18,Água,4
2417,2025-10-18,Refrigerante,4
2418,2025-10-18,Bacon Burger,1
2419,2025-10-18,Veggie Burger,4
2420,2025-10-18,Onion Rings,2
2421,2025-10-18,Batata Frita,4
2422,2025-10-18,Batata Frita,3
2423,2025-10-19,Água,1
2424,2025-10-19,Veggie Burger,4
2425,2025-10-19,Água,2
2426,2025-10-19,Brownie,4
2427,2025-10-19,Brownie,4
2428,2025-10-19,Veggie Burger,4
2429,2025-10-19,Milkshake,1
2430,2025-10-19,Refrigerante,1
2431,2025-10-19,Sorvete,2
2432,2025-10-19,Refrigerante,4
2433,2025-10-19,Água,1
2434,2025-10-19,Milkshake,1
2435,2025-10-19,Sorvete,4
2436,2025-10-19,Batata Frita,3
2437,2025-10-19,Veggie Burger,1
2438,2025-10-19,Milkshake,4
2439,2025-10-19,Água,4
2440,2025-10-19,Brownie,4
2441,2025-10-19,Sorvete,2
2442,2025-10-20,Bacon Burger,3
2443,2025-10-20,Bacon Burger,3
2444,2025-10-20,Batata Frita,4
2445,2025-10-20,Bacon Burger,3
2446,2025-10-20,Refrigerante,1
2447,2025-10-20,Cheeseburger,1
2448,2025-10-20,Brownie,1
2449,2025-10-20,Veggie Burger,4
2450,2025-10-20,Milkshake,1
2451,2025-10-20,Cheeseburger,3
2452,2025-10-20,Sorvete,4
2453,2025-10-20,Milkshake,3
2454,2025-10-20,Onion Rings,1
2455,2025-10-20,Onion Rings,3
2456,2025-10-21,Brownie,2
2457,2025-10-21,Sorvete,4
2458,2025-10-21,Milkshake,3
2459,2025-10-21,Milkshake,3
2460,2025-10-21,Cheeseburger,1
2461,2025-10-21,Brownie,2
2462,2025-10-21,Cheeseburger,1
2463,2025-10-21,Bacon Burger,2
2464,2025-10-21,Água,3
2465,2025-10-21,Cheeseburger,1
2466,2025-10-21,Cheeseburger,4
2467,2025-10-21,Brownie,1
