Data,Dia da Semana,Produto,Categoria,Quantidade Vendida
2025-06-27,Friday,Sobremesa,dessert,6
2025-06-28,Saturday,Combo Hambúrguer + Batata,combo,79
2025-06-28,Saturday,Hambúrguer Simples,burger,39
2025-06-28,Saturday,Batata Frita,side,40
2025-06-28,Saturday,Refrigerante,drink,28
2025-06-28,Saturday,Milkshake,drink,29
2025-06-28,Saturday,Sobremesa,dessert,11
2025-06-29,Sunday,Combo Hambúrguer + Batata,combo,79
2025-06-29,Sunday,Hambúrguer Simples,burger,41
2025-06-29,Sunday,Batata Frita,side,36
2025-06-29,Sunday,Refrigerante,drink,30
2025-06-29,Sunday,Milkshake,drink,23
2025-06-29,Sunday,Sobremesa,dessert,12
2025-06-30,Monday,Combo Hambúrguer + Batata,combo,58
2025-06-30,Monday,Hambúrguer Simples,burger,26
2025-06-30,Monday,Batata Frita,side,24
2025-06-30,Monday,Refrigerante,drink,8
2025-06-30,Monday,Milkshake,drink,9
2025-06-30,Monday,Sobremesa,dessert,16
2025-07-01,Tuesday,Combo Hambúrguer + Batata,combo,43
2025-07-01,Tuesday,Hambúrguer Simples,burger,30
2025-07-01,Tuesday,Batata Frita,side,28
2025-07-01,Tuesday,Refrigerante,drink,26
2025-07-01,Tuesday,Milkshake,drink,18
2025-07-01,Tuesday,Sobremesa,dessert,6
2025-07-02,Wednesday,Combo Hambúrguer + Batata,combo,39
2025-07-02,Wednesday,Hambúrguer Simples,burger,24
2025-07-02,Wednesday,Batata Frita,side,25
2025-07-02,Wednesday,Refrigerante,drink,26
2025-07-02,Wednesday,Milkshake,drink,13
2025-07-02,Wednesday,Sobremesa,dessert,9
2025-07-03,Thursday,Combo Hambúrguer + Batata,combo,42
2025-07-03,Thursday,Hambúrguer Simples,burger,30
2025-07-03,Thursday,Batata Frita,side,30
2025-07-03,Thursday,Refrigerante,drink,15
2025-07-03,Thursday,Milkshake,drink,16
2025-07-03,Thursday,Sobremesa,dessert,6
2025-07-04,Friday,Combo Hambúrguer + Batata,combo,49
2025-07-04,Friday,Hambúrguer Simples,burger,35
2025-07-04,Friday,Batata Frita,side,26
2025-07-04,Friday,Refrigerante,drink,18
2025-07-04,Friday,Milkshake,drink,18
2025-07-04,Friday,Sobremesa,dessert,14
2025-07-05,Saturday,Combo Hambúrguer + Batata,combo,72
2025-07-05,Saturday,Hambúrguer Simples,burger,41
2025-07-05,Saturday,Batata Frita,side,31
2025-07-05,Saturday,Refrigerante,drink,30
2025-07-05,Saturday,Milkshake,drink,17
2025-07-05,Saturday,Sobremesa,dessert,12
2025-07-06,Sunday,Combo Hambúrguer + Batata,combo,75
2025-07-06,Sunday,Hambúrguer Simples,burger,45
2025-07-06,Sunday,Batata Frita,side,38
2025-07-06,Sunday,Refrigerante,drink,35
2025-07-06,Sunday,Milkshake,drink,24
2025-07-06,Sunday,Sobremesa,dessert,18
2025-07-07,Monday,Combo Hambúrguer + Batata,combo,57
2025-07-07,Monday,Hambúrguer Simples,burger,37
2025-07-07,Monday,Batata Frita,side,27
2025-07-07,Monday,Refrigerante,drink,20
2025-07-07,Monday,Milkshake,drink,11
2025-07-07,Monday,Sobremesa,dessert,14
2025-07-08,Tuesday,Combo Hambúrguer + Batata,combo,53
2025-07-08,Tuesday,Hambúrguer Simples,burger,29
2025-07-08,Tuesday,Batata Frita,side,22
2025-07-08,Tuesday,Refrigerante,drink,15
2025-07-08,Tuesday,Milkshake,drink,19
2025-07-08,Tuesday,Sobremesa,dessert,9
2025-07-09,Wednesday,Combo Hambúrguer + Batata,combo,45
2025-07-09,Wednesday,Hambúrguer Simples,burger,28
2025-07-09,Wednesday,Batata Frita,side,32
2025-07-09,Wednesday,Refrigerante,drink,15
2025-07-09,Wednesday,Milkshake,drink,16
2025-07-09,Wednesday,Sobremesa,dessert,12
2025-07-10,Thursday,Combo Hambúrguer + Batata,combo,53
2025-07-10,Thursday,Hambúrguer Simples,burger,39
2025-07-10,Thursday,Batata Frita,side,24
2025-07-10,Thursday,Refrigerante,drink,18
2025-07-10,Thursday,Milkshake,drink,16
2025-07-10,Thursday,Sobremesa,dessert,8
2025-07-11,Friday,Combo Hambúrguer + Batata,combo,52
2025-07-11,Friday,Hambúrguer Simples,burger,29
2025-07-11,Friday,Batata Frita,side,34
2025-07-11,Friday,Refrigerante,drink,19
2025-07-11,Friday,Milkshake,drink,12
2025-07-11,Friday,Sobremesa,dessert,10
2025-07-12,Saturday,Combo Hambúrguer + Batata,combo,76
2025-07-12,Saturday,Hambúrguer Simples,burger,47
2025-07-12,Saturday,Batata Frita,side,43
2025-07-12,Saturday,Refrigerante,drink,31
2025-07-12,Saturday,Milkshake,drink,26
2025-07-12,Saturday,Sobremesa,dessert,12
2025-07-13,Sunday,Combo Hambúrguer + Batata,combo,76
2025-07-13,Sunday,Hambúrguer Simples,burger,43
2025-07-13,Sunday,Batata Frita,side,35
2025-07-13,Sunday,Refrigerante,drink,26
2025-07-13,Sunday,Milkshake,drink,25
2025-07-13,Sunday,Sobremesa,dessert,13
2025-07-14,Monday,Combo Hambúrguer + Batata,combo,57
2025-07-14,Monday,Hambúrguer Simples,burger,33
2025-07-14,Monday,Batata Frita,side,17
2025-07-14,Monday,Refrigerante,drink,22
2025-07-14,Monday,Milkshake,drink,9
2025-07-14,Monday,Sobremesa,dessert,7
2025-07-15,Tuesday,Combo Hambúrguer + Batata,combo,55
2025-07-15,Tuesday,Hambúrguer Simples,burger,29
2025-07-15,Tuesday,Batata Frita,side,23
2025-07-15,Tuesday,Refrigerante,drink,24
2025-07-15,Tuesday,Milkshake,drink,17
2025-07-15,Tuesday,Sobremesa,dessert,2
2025-07-16,Wednesday,Combo Hambúrguer + Batata,combo,54
2025-07-16,Wednesday,Hambúrguer Simples,burger,36
2025-07-16,Wednesday,Batata Frita,side,26
2025-07-16,Wednesday,Refrigerante,drink,17
2025-07-16,Wednesday,Milkshake,drink,17
2025-07-16,Wednesday,Sobremesa,dessert,9
2025-07-17,Thursday,Combo Hambúrguer + Batata,combo,34
2025-07-17,Thursday,Hambúrguer Simples,burger,25
2025-07-17,Thursday,Batata Frita,side,24
2025-07-17,Thursday,Refrigerante,drink,27
2025-07-17,Thursday,Milkshake,drink,14
2025-07-17,Thursday,Sobremesa,dessert,8
2025-07-18,Friday,Combo Hambúrguer + Batata,combo,41
2025-07-18,Friday,Hambúrguer Simples,burger,17
2025-07-18,Friday,Batata Frita,side,21
2025-07-18,Friday,Refrigerante,drink,23
2025-07-18,Friday,Milkshake,drink,17
2025-07-18,Friday,Sobremesa,dessert,6
2025-07-19,Saturday,Combo Hambúrguer + Batata,combo,72
2025-07-19,Saturday,Hambúrguer Simples,burger,39
2025-07-19,Saturday,Batata Frita,side,33
2025-07-19,Saturday,Refrigerante,drink,39
2025-07-19,Saturday,Milkshake,drink,21
2025-07-19,Saturday,Sobremesa,dessert,8
2025-07-20,Sunday,Combo Hambúrguer + Batata,combo,74
2025-07-20,Sunday,Hambúrguer Simples,burger,48
2025-07-20,Sunday,Batata Frita,side,33
2025-07-20,Sunday,Refrigerante,drink,34
2025-07-20,Sunday,Milkshake,drink,35
2025-07-20,Sunday,Sobremesa,dessert,14
2025-07-21,Monday,Combo Hambúrguer + Batata,combo,51
2025-07-21,Monday,Hambúrguer Simples,burger,28
2025-07-21,Monday,Batata Frita,side,23
2025-07-21,Monday,Refrigerante,drink,17
2025-07-21,Monday,Milkshake,drink,10
2025-07-21,Monday,Sobremesa,dessert,10
2025-07-22,Tuesday,Combo Hambúrguer + Batata,combo,50
2025-07-22,Tuesday,Hambúrguer Simples,burger,39
2025-07-22,Tuesday,Batata Frita,side,27
2025-07-22,Tuesday,Refrigerante,drink,23
2025-07-22,Tuesday,Milkshake,drink,15
2025-07-22,Tuesday,Sobremesa,dessert,9
2025-07-23,Wednesday,Combo Hambúrguer + Batata,combo,53
2025-07-23,Wednesday,Hambúrguer Simples,burger,27
2025-07-23,Wednesday,Batata Frita,side,19
2025-07-23,Wednesday,Refrigerante,drink,32
2025-07-23,Wednesday,Milkshake,drink,20
2025-07-23,Wednesday,Sobremesa,dessert,14
2025-07-24,Thursday,Combo Hambúrguer + Batata,combo,47
2025-07-24,Thursday,Hambúrguer Simples,burger,21
2025-07-24,Thursday,Batata Frita,side,22
2025-07-24,Thursday,Refrigerante,drink,8
2025-07-24,Thursday,Milkshake,drink,13
2025-07-24,Thursday,Sobremesa,dessert,6
2025-07-25,Friday,Combo Hambúrguer + Batata,combo,43
2025-07-25,Friday,Hambúrguer Simples,burger,28
2025-07-25,Friday,Batata Frita,side,25
2025-07-25,Friday,Refrigerante,drink,22
2025-07-25,Friday,Milkshake,drink,24
2025-07-25,Friday,Sobremesa,dessert,2
2025-07-26,Saturday,Combo Hambúrguer + Batata,combo,76
2025-07-26,Saturday,Hambúrguer Simples,burger,46
2025-07-26,Saturday,Batata Frita,side,36
2025-07-26,Saturday,Refrigerante,drink,29
2025-07-26,Saturday,Milkshake,drink,20
2025-07-26,Saturday,Sobremesa,dessert,14
2025-07-27,Sunday,Combo Hambúrguer + Batata,combo,76
2025-07-27,Sunday,Hambúrguer Simples,burger,44
2025-07-27,Sunday,Batata Frita,side,45
2025-07-27,Sunday,Refrigerante,drink,29
2025-07-27,Sunday,Milkshake,drink,12
2025-07-27,Sunday,Sobremesa,dessert,7
2025-07-28,Monday,Combo Hambúrguer + Batata,combo,47
2025-07-28,Monday,Hambúrguer Simples,burger,33
2025-07-28,Monday,Batata Frita,side,31
2025-07-28,Monday,Refrigerante,drink,25
2025-07-28,Monday,Milkshake,drink,11
2025-07-28,Monday,Sobremesa,dessert,0
2025-07-29,Tuesday,Combo Hambúrguer + Batata,combo,47
2025-07-29,Tuesday,Hambúrguer Simples,burger,34
2025-07-29,Tuesday,Batata Frita,side,23
2025-07-29,Tuesday,Refrigerante,drink,25
2025-07-29,Tuesday,Milkshake,drink,16
2025-07-29,Tuesday,Sobremesa,dessert,16
2025-07-30,Wednesday,Combo Hambúrguer + Batata,combo,49
2025-07-30,Wednesday,Hambúrguer Simples,burger,33
2025-07-30,Wednesday,Batata Frita,side,25
2025-07-30,Wednesday,Refrigerante,drink,23
2025-07-30,Wednesday,Milkshake,drink,15
2025-07-30,Wednesday,Sobremesa,dessert,5
2025-07-31,Thursday,Combo Hambúrguer + Batata,combo,52
2025-07-31,Thursday,Hambúrguer Simples,burger,36
2025-07-31,Thursday,Batata Frita,side,10
2025-07-31,Thursday,Refrigerante,drink,21
2025-07-31,Thursday,Milkshake,drink,13
2025-07-31,Thursday,Sobremesa,dessert,8
2025-08-01,Friday,Combo Hambúrguer + Batata,combo,49
2025-08-01,Friday,Hambúrguer Simples,burger,24
2025-08-01,Friday,Batata Frita,side,26
2025-08-01,Friday,Refrigerante,drink,9
2025-08-01,Friday,Milkshake,drink,20
2025-08-01,Friday,Sobremesa,dessert,4
2025-08-02,Saturday,Combo Hambúrguer + Batata,combo,78
2025-08-02,Saturday,Hambúrguer Simples,burger,46
2025-08-02,Saturday,Batata Frita,side,36
2025-08-02,Saturday,Refrigerante,drink,24
2025-08-02,Saturday,Milkshake,drink,20
2025-08-02,Saturday,Sobremesa,dessert,18
2025-08-03,Sunday,Combo Hambúrguer + Batata,combo,77
2025-08-03,Sunday,Hambúrguer Simples,burger,45
2025-08-03,Sunday,Batata Frita,side,37
2025-08-03,Sunday,Refrigerante,drink,34
2025-08-03,Sunday,Milkshake,drink,18
2025-08-03,Sunday,Sobremesa,dessert,12
2025-08-04,Monday,Combo Hambúrguer + Batata,combo,45
2025-08-04,Monday,Hambúrguer Simples,burger,28
2025-08-04,Monday,Batata Frita,side,29
2025-08-04,Monday,Refrigerante,drink,19
2025-08-04,Monday,Milkshake,drink,14
2025-08-04,Monday,Sobremesa,dessert,4
2025-08-05,Tuesday,Combo Hambúrguer + Batata,combo,49
2025-08-05,Tuesday,Hambúrguer Simples,burger,24
2025-08-05,Tuesday,Batata Frita,side,30
2025-08-05,Tuesday,Refrigerante,drink,16
2025-08-05,Tuesday,Milkshake,drink,22
2025-08-05,Tuesday,Sobremesa,dessert,9
2025-08-06,Wednesday,Combo Hambúrguer + Batata,combo,38
2025-08-06,Wednesday,Hambúrguer Simples,burger,29
2025-08-06,Wednesday,Batata Frita,side,27
2025-08-06,Wednesday,Refrigerante,drink,22
2025-08-06,Wednesday,Milkshake,drink,4
2025-08-06,Wednesday,Sobremesa,dessert,0
2025-08-07,Thursday,Combo Hambúrguer + Batata,combo,45
2025-08-07,Thursday,Hambúrguer Simples,burger,35
2025-08-07,Thursday,Batata Frita,side,17
2025-08-07,Thursday,Refrigerante,drink,19
2025-08-07,Thursday,Milkshake,drink,20
2025-08-07,Thursday,Sobremesa,dessert,7
2025-08-08,Friday,Combo Hambúrguer + Batata,combo,51
2025-08-08,Friday,Hambúrguer Simples,burger,31
2025-08-08,Friday,Batata Frita,side,32
2025-08-08,Friday,Refrigerante,drink,21
2025-08-08,Friday,Milkshake,drink,11
2025-08-08,Friday,Sobremesa,dessert,10
2025-08-09,Saturday,Combo Hambúrguer + Batata,combo,72
2025-08-09,Saturday,Hambúrguer Simples,burger,39
2025-08-09,Saturday,Batata Frita,side,30
2025-08-09,Saturday,Refrigerante,drink,32
2025-08-09,Saturday,Milkshake,drink,16
2025-08-09,Saturday,Sobremesa,dessert,14
2025-08-10,Sunday,Combo Hambúrguer + Batata,combo,74
2025-08-10,Sunday,Hambúrguer Simples,burger,43
2025-08-10,Sunday,Batata Frita,side,37
2025-08-10,Sunday,Refrigerante,drink,35
2025-08-10,Sunday,Milkshake,drink,20
2025-08-10,Sunday,Sobremesa,dessert,11
2025-08-11,Monday,Combo Hambúrguer + Batata,combo,59
2025-08-11,Monday,Hambúrguer Simples,burger,27
2025-08-11,Monday,Batata Frita,side,34
2025-08-11,Monday,Refrigerante,drink,18
2025-08-11,Monday,Milkshake,drink,17
2025-08-11,Monday,Sobremesa,dessert,9
2025-08-12,Tuesday,Combo Hambúrguer + Batata,combo,51
2025-08-12,Tuesday,Hambúrguer Simples,burger,30
2025-08-12,Tuesday,Batata Frita,side,18
2025-08-12,Tuesday,Refrigerante,drink,18
2025-08-12,Tuesday,Milkshake,drink,15
2025-08-12,Tuesday,Sobremesa,dessert,2
2025-08-13,Wednesday,Combo Hambúrguer + Batata,combo,52
2025-08-13,Wednesday,Hambúrguer Simples,burger,27
2025-08-13,Wednesday,Batata Frita,side,22
2025-08-13,Wednesday,Refrigerante,drink,22
2025-08-13,Wednesday,Milkshake,drink,15
2025-08-13,Wednesday,Sobremesa,dessert,10
2025-08-14,Thursday,Combo Hambúrguer + Batata,combo,51
2025-08-14,Thursday,Hambúrguer Simples,burger,30
2025-08-14,Thursday,Batata Frita,side,24
2025-08-14,Thursday,Refrigerante,drink,24
2025-08-14,Thursday,Milkshake,drink,18
2025-08-14,Thursday,Sobremesa,dessert,13
2025-08-15,Friday,Combo Hambúrguer + Batata,combo,47
2025-08-15,Friday,Hambúrguer Simples,burger,22
2025-08-15,Friday,Batata Frita,side,29
2025-08-15,Friday,Refrigerante,drink,21
2025-08-15,Friday,Milkshake,drink,23
2025-08-15,Friday,Sobremesa,dessert,12
2025-08-16,Saturday,Combo Hambúrguer + Batata,combo,69
2025-08-16,Saturday,Hambúrguer Simples,burger,47
2025-08-16,Saturday,Batata Frita,side,37
2025-08-16,Saturday,Refrigerante,drink,31
2025-08-16,Saturday,Milkshake,drink,23
2025-08-16,Saturday,Sobremesa,dessert,15
2025-08-17,Sunday,Combo Hambúrguer + Batata,combo,78
2025-08-17,Sunday,Hambúrguer Simples,burger,41
2025-08-17,Sunday,Batata Frita,side,34
2025-08-17,Sunday,Refrigerante,drink,34
2025-08-17,Sunday,Milkshake,drink,20
2025-08-17,Sunday,Sobremesa,dessert,18
2025-08-18,Monday,Combo Hambúrguer + Batata,combo,48
2025-08-18,Monday,Hambúrguer Simples,burger,29
2025-08-18,Monday,Batata Frita,side,35
2025-08-18,Monday,Refrigerante,drink,24
2025-08-18,Monday,Milkshake,drink,13
2025-08-18,Monday,Sobremesa,dessert,11
2025-08-19,Tuesday,Combo Hambúrguer + Batata,combo,51
2025-08-19,Tuesday,Hambúrguer Simples,burger,23
2025-08-19,Tuesday,Batata Frita,side,24
2025-08-19,Tuesday,Refrigerante,drink,20
2025-08-19,Tuesday,Milkshake,drink,19
2025-08-19,Tuesday,Sobremesa,dessert,6
2025-08-20,Wednesday,Combo Hambúrguer + Batata,combo,45
2025-08-20,Wednesday,Hambúrguer Simples,burger,20
2025-08-20,Wednesday,Batata Frita,side,23
2025-08-20,Wednesday,Refrigerante,drink,26
2025-08-20,Wednesday,Milkshake,drink,14
2025-08-20,Wednesday,Sobremesa,dessert,14
2025-08-21,Thursday,Combo Hambúrguer + Batata,combo,49
2025-08-21,Thursday,Hambúrguer Simples,burger,17
2025-08-21,Thursday,Batata Frita,side,20
2025-08-21,Thursday,Refrigerante,drink,20
2025-08-21,Thursday,Milkshake,drink,11
2025-08-21,Thursday,Sobremesa,dessert,3
2025-08-22,Friday,Combo Hambúrguer + Batata,combo,47
2025-08-22,Friday,Hambúrguer Simples,burger,29
2025-08-22,Friday,Batata Frita,side,30
2025-08-22,Friday,Refrigerante,drink,24
2025-08-22,Friday,Milkshake,drink,17
2025-08-22,Friday,Sobremesa,dessert,1
2025-08-23,Saturday,Combo Hambúrguer + Batata,combo,67
2025-08-23,Saturday,Hambúrguer Simples,burger,41
2025-08-23,Saturday,Batata Frita,side,36
2025-08-23,Saturday,Refrigerante,drink,26
2025-08-23,Saturday,Milkshake,drink,20
2025-08-23,Saturday,Sobremesa,dessert,19
2025-08-24,Sunday,Combo Hambúrguer + Batata,combo,74
2025-08-24,Sunday,Hambúrguer Simples,burger,51
2025-08-24,Sunday,Batata Frita,side,37
2025-08-24,Sunday,Refrigerante,drink,29
2025-08-24,Sunday,Milkshake,drink,29
2025-08-24,Sunday,Sobremesa,dessert,17
2025-08-25,Monday,Combo Hambúrguer + Batata,combo,54
2025-08-25,Monday,Hambúrguer Simples,burger,32
2025-08-25,Monday,Batata Frita,side,26
2025-08-25,Monday,Refrigerante,drink,27
2025-08-25,Monday,Milkshake,drink,26
2025-08-25,Monday,Sobremesa,dessert,11
2025-08-26,Tuesday,Combo Hambúrguer + Batata,combo,42
2025-08-26,Tuesday,Hambúrguer Simples,burger,26
2025-08-26,Tuesday,Batata Frita,side,14
2025-08-26,Tuesday,Refrigerante,drink,18
2025-08-26,Tuesday,Milkshake,drink,17
2025-08-26,Tuesday,Sobremesa,dessert,0
2025-08-27,Wednesday,Combo Hambúrguer + Batata,combo,45
2025-08-27,Wednesday,Hambúrguer Simples,burger,36
2025-08-27,Wednesday,Batata Frita,side,13
2025-08-27,Wednesday,Refrigerante,drink,19
2025-08-27,Wednesday,Milkshake,drink,14
2025-08-27,Wednesday,Sobremesa,dessert,2
2025-08-28,Thursday,Combo Hambúrguer + Batata,combo,54
2025-08-28,Thursday,Hambúrguer Simples,burger,32
2025-08-28,Thursday,Batata Frita,side,24
2025-08-28,Thursday,Refrigerante,drink,29
2025-08-28,Thursday,Milkshake,drink,9
2025-08-28,Thursday,Sobremesa,dessert,0
2025-08-29,Friday,Combo Hambúrguer + Batata,combo,44
2025-08-29,Friday,Hambúrguer Simples,burger,35
2025-08-29,Friday,Batata Frita,side,23
2025-08-29,Friday,Refrigerante,drink,15
2025-08-29,Friday,Milkshake,drink,10
2025-08-29,Friday,Sobremesa,dessert,11
2025-08-30,Saturday,Combo Hambúrguer + Batata,combo,72
2025-08-30,Saturday,Hambúrguer Simples,burger,44
2025-08-30,Saturday,Batata Frita,side,37
2025-08-30,Saturday,Refrigerante,drink,29
2025-08-30,Saturday,Milkshake,drink,26
2025-08-30,Saturday,Sobremesa,dessert,13
2025-08-31,Sunday,Combo Hambúrguer + Batata,combo,77
2025-08-31,Sunday,Hambúrguer Simples,burger,41
2025-08-31,Sunday,Batata Frita,side,31
2025-08-31,Sunday,Refrigerante,drink,18
2025-08-31,Sunday,Milkshake,drink,18
2025-08-31,Sunday,Sobremesa,dessert,24
2025-09-01,Monday,Combo Hambúrguer + Batata,combo,44
2025-09-01,Monday,Hambúrguer Simples,burger,26
2025-09-01,Monday,Batata Frita,side,30
2025-09-01,Monday,Refrigerante,drink,19
2025-09-01,Monday,Milkshake,drink,19
2025-09-01,Monday,Sobremesa,dessert,12
2025-09-02,Tuesday,Combo Hambúrguer + Batata,combo,50
2025-09-02,Tuesday,Hambúrguer Simples,burger,27
2025-09-02,Tuesday,Batata Frita,side,24
2025-09-02,Tuesday,Refrigerante,drink,24
2025-09-02,Tuesday,Milkshake,drink,19
2025-09-02,Tuesday,Sobremesa,dessert,5
2025-09-03,Wednesday,Combo Hambúrguer + Batata,combo,49
2025-09-03,Wednesday,Hambúrguer Simples,burger,22
2025-09-03,Wednesday,Batata Frita,side,25
2025-09-03,Wednesday,Refrigerante,drink,17
2025-09-03,Wednesday,Milkshake,drink,18
2025-09-03,Wednesday,Sobremesa,dessert,10
2025-09-04,Thursday,Combo Hambúrguer + Batata,combo,51
2025-09-04,Thursday,Hambúrguer Simples,burger,31
2025-09-04,Thursday,Batata Frita,side,26
2025-09-04,Thursday,Refrigerante,drink,22
2025-09-04,Thursday,Milkshake,drink,4
2025-09-04,Thursday,Sobremesa,dessert,8
2025-09-05,Friday,Combo Hambúrguer + Batata,combo,42
2025-09-05,Friday,Hambúrguer Simples,burger,30
2025-09-05,Friday,Batata Frita,side,14
2025-09-05,Friday,Refrigerante,drink,14
2025-09-05,Friday,Milkshake,drink,11
2025-09-05,Friday,Sobremesa,dessert,9
2025-09-06,Saturday,Combo Hambúrguer + Batata,combo,74
2025-09-06,Saturday,Hambúrguer Simples,burger,44
2025-09-06,Saturday,Batata Frita,side,43
2025-09-06,Saturday,Refrigerante,drink,32
2025-09-06,Saturday,Milkshake,drink,21
2025-09-06,Saturday,Sobremesa,dessert,10
2025-09-07,Sunday,Combo Hambúrguer + Batata,combo,110
2025-09-07,Sunday,Hambúrguer Simples,burger,64
2025-09-07,Sunday,Batata Frita,side,54
2025-09-07,Sunday,Refrigerante,drink,47
2025-09-07,Sunday,Milkshake,drink,46
2025-09-07,Sunday,Sobremesa,dessert,14
2025-09-08,Monday,Combo Hambúrguer + Batata,combo,55
2025-09-08,Monday,Hambúrguer Simples,burger,25
2025-09-08,Monday,Batata Frita,side,27
2025-09-08,Monday,Refrigerante,drink,16
2025-09-08,Monday,Milkshake,drink,13
2025-09-08,Monday,Sobremesa,dessert,4
2025-09-09,Tuesday,Combo Hambúrguer + Batata,combo,42
2025-09-09,Tuesday,Hambúrguer Simples,burger,34
2025-09-09,Tuesday,Batata Frita,side,21
2025-09-09,Tuesday,Refrigerante,drink,21
2025-09-09,Tuesday,Milkshake,drink,11
2025-09-09,Tuesday,Sobremesa,dessert,16
2025-09-10,Wednesday,Combo Hambúrguer + Batata,combo,46
2025-09-10,Wednesday,Hambúrguer Simples,burger,39
2025-09-10,Wednesday,Batata Frita,side,27
2025-09-10,Wednesday,Refrigerante,drink,23
2025-09-10,Wednesday,Milkshake,drink,2
2025-09-10,Wednesday,Sobremesa,dessert,10
2025-09-11,Thursday,Combo Hambúrguer + Batata,combo,45
2025-09-11,Thursday,Hambúrguer Simples,burger,29
2025-09-11,Thursday,Batata Frita,side,28
2025-09-11,Thursday,Refrigerante,drink,14
2025-09-11,Thursday,Milkshake,drink,11
2025-09-11,Thursday,Sobremesa,dessert,8
2025-09-12,Friday,Combo Hambúrguer + Batata,combo,43
2025-09-12,Friday,Hambúrguer Simples,burger,26
2025-09-12,Friday,Batata Frita,side,30
2025-09-12,Friday,Refrigerante,drink,23
2025-09-12,Friday,Milkshake,drink,22
2025-09-12,Friday,Sobremesa,dessert,8
2025-09-13,Saturday,Combo Hambúrguer + Batata,combo,73
2025-09-13,Saturday,Hambúrguer Simples,burger,42
2025-09-13,Saturday,Batata Frita,side,33
2025-09-13,Saturday,Refrigerante,drink,26
2025-09-13,Saturday,Milkshake,drink,23
2025-09-13,Saturday,Sobremesa,dessert,8
2025-09-14,Sunday,Combo Hambúrguer + Batata,combo,69
2025-09-14,Sunday,Hambúrguer Simples,burger,45
2025-09-14,Sunday,Batata Frita,side,38
2025-09-14,Sunday,Refrigerante,drink,24
2025-09-14,Sunday,Milkshake,drink,29
2025-09-14,Sunday,Sobremesa,dessert,10
2025-09-15,Monday,Combo Hambúrguer + Batata,combo,45
2025-09-15,Monday,Hambúrguer Simples,burger,34
2025-09-15,Monday,Batata Frita,side,32
2025-09-15,Monday,Refrigerante,drink,21
2025-09-15,Monday,Milkshake,drink,20
2025-09-15,Monday,Sobremesa,dessert,12
2025-09-16,Tuesday,Combo Hambúrguer + Batata,combo,57
2025-09-16,Tuesday,Hambúrguer Simples,burger,26
2025-09-16,Tuesday,Batata Frita,side,16
2025-09-16,Tuesday,Refrigerante,drink,24
2025-09-16,Tuesday,Milkshake,drink,8
2025-09-16,Tuesday,Sobremesa,dessert,19
2025-09-17,Wednesday,Combo Hambúrguer + Batata,combo,63
2025-09-17,Wednesday,Hambúrguer Simples,burger,27
2025-09-17,Wednesday,Batata Frita,side,26
2025-09-17,Wednesday,Refrigerante,drink,15
2025-09-17,Wednesday,Milkshake,drink,14
2025-09-17,Wednesday,Sobremesa,dessert,13
2025-09-18,Thursday,Combo Hambúrguer + Batata,combo,59
2025-09-18,Thursday,Hambúrguer Simples,burger,25
2025-09-18,Thursday,Batata Frita,side,22
2025-09-18,Thursday,Refrigerante,drink,15
2025-09-18,Thursday,Milkshake,drink,17
2025-09-18,Thursday,Sobremesa,dessert,7
2025-09-19,Friday,Combo Hambúrguer + Batata,combo,43
2025-09-19,Friday,Hambúrguer Simples,burger,34
2025-09-19,Friday,Batata Frita,side,17
2025-09-19,Friday,Refrigerante,drink,23
2025-09-19,Friday,Milkshake,drink,23
2025-09-19,Friday,Sobremesa,dessert,12
2025-09-20,Saturday,Combo Hambúrguer + Batata,combo,72
2025-09-20,Saturday,Hambúrguer Simples,burger,38
2025-09-20,Saturday,Batata Frita,side,37
2025-09-20,Saturday,Refrigerante,drink,28
2025-09-20,Saturday,Milkshake,drink,24
2025-09-20,Saturday,Sobremesa,dessert,12
2025-09-21,Sunday,Combo Hambúrguer + Batata,combo,68
2025-09-21,Sunday,Hambúrguer Simples,burger,45
2025-09-21,Sunday,Batata Frita,side,39
2025-09-21,Sunday,Refrigerante,drink,33
2025-09-21,Sunday,Milkshake,drink,31
2025-09-21,Sunday,Sobremesa,dessert,14
2025-09-22,Monday,Combo Hambúrguer + Batata,combo,35
2025-09-22,Monday,Hambúrguer Simples,burger,27
2025-09-22,Monday,Batata Frita,side,18
2025-09-22,Monday,Refrigerante,drink,22
2025-09-22,Monday,Milkshake,drink,18
2025-09-22,Monday,Sobremesa,dessert,5
2025-09-23,Tuesday,Combo Hambúrguer + Batata,combo,44
2025-09-23,Tuesday,Hambúrguer Simples,burger,23
2025-09-23,Tuesday,Batata Frita,side,29
2025-09-23,Tuesday,Refrigerante,drink,22
2025-09-23,Tuesday,Milkshake,drink,18
2025-09-23,Tuesday,Sobremesa,dessert,0
2025-09-24,Wednesday,Combo Hambúrguer + Batata,combo,44
2025-09-24,Wednesday,Hambúrguer Simples,burger,35
2025-09-24,Wednesday,Batata Frita,side,21
2025-09-24,Wednesday,Refrigerante,drink,17
2025-09-24,Wednesday,Milkshake,drink,11
2025-09-24,Wednesday,Sobremesa,dessert,7
2025-09-25,Thursday,Combo Hambúrguer + Batata,combo,53
2025-09-25,Thursday,Hambúrguer Simples,burger,25
2025-09-25,Thursday,Batata Frita,side,18
2025-09-25,Thursday,Refrigerante,drink,21
2025-09-25,Thursday,Milkshake,drink,14
